lat,lon,pano_id
40.7128423,-74.0077398,QT5VWo3Jz3I2fbq-LCtt9g
40.75211900000001,-73.9729739,SFFb5BlJTOt2NZj-sGuwqA
40.7343216,-73.9903267,ZZUnkIIknvEyN0DJhZLrQg
40.7988608,-73.9691502,lSeEPbUJnFB5btPgzzwyTw
40.7399469,-73.979586,jW94ARsFnw8jVYuOEMlzMw
40.7154643,-74.00557189999999,ORrGurVpu9-UmJ_tPMihDw
40.7462612,-73.9788514,fH95yH_0hgwfDnfGRe3PSQ
40.7614333,-73.9844337,RNKKvvrH1UjruUFUxmXJcQ
40.7784488,-73.9822511,j5MMexMOmXIHH0js7SKBfA
40.7603737,-73.979303,7wroinikf0opV-Zh_6MO4g
40.80485789999999,-73.9657081,v7tWNYYNkYwTvxe0VEnK7Q
40.7626182,-73.9835025,pZgL9oOslHNQJmdM8moUGg
40.72220069999999,-73.9834584,C4O5j1NoWEYl4tbArXcASQ
40.8046374,-73.93746,HaorkPGC83oo5OPamUbPlw
40.75509479999999,-73.9799434,GhX3pqS8Xi5KjMWwjA0W0g
40.7540623,-73.9865095,9_5OPzNl5bKyT-PH2-kfhw
40.7221049,-73.9969718,8PsSkIHcA2lVXwRaJ9hM2A
40.7712201,-73.9824428,M8NKKWhfADTaJWQwm5Ow4g
40.7599846,-73.96751580000002,xIqtLtoxeMTqCQ1jqFRqQg
40.7333223,-73.9868675,rmx-euiKSK1tYT8qdIyv9w
40.8631512,-73.9255333,szLKny_lDiSAwXjutzUb1A
40.7508384,-73.9872737,NRnknSc6s_yXsh5da95Wlg
40.7630888,-73.9629082,r6fvpBO3uVFNyTqikx5Z5w
40.81504930000001,-73.9581163,4sVrxNY8MJP0QNAVseEmFg
40.7643755,-73.9777127,3je561cjZ13N2gXaSvgJ5A
40.8217697,-73.95422719999999,ch-hk8V8S7PFMT_rvWbi0A
40.75200359999999,-73.9702365,9rD3G38CHbhbnmeWXh2cNw
40.76330189999999,-73.97764289999999,-eju9QVu5DQjSV35_12DcA
40.70628809999999,-74.0131854,sLdxbLbLiwLEjwmUInq9lw
40.7913539,-73.94461919999999,wdm-klepsegxniCZgAJxag
40.7642512,-73.9844203,2VY68IWfUDIuZRcotxVT9w
40.7486672,-73.9878988,dQJFEEQpU5l6W46Ti9y0DA
40.76552299999999,-73.9634529,if-qq3pXq0UqQF7gWK2A-w
40.79336600000001,-73.9723597,OczAdXHrwAuaprl5-aNuzQ
40.7208195,-74.0008613,4K7xv22LRB8lA8ulDpwjfA
40.7833943,-73.95033850000002,l_BqMJ7N96URUz0h_Ef2NQ
40.7574811,-73.98992369999999,SD1cyxLglAvDWJU9C-A7gg
40.7673674,-73.9826504,LdIioOc_-6hYRpzr12rBUg
40.7562937,-73.9908915,Z3r45Uxiw5t73c6TNqLTxw
40.7571875,-73.971508,KUdkyUGrInSWgPLystmWEg
40.7451912,-73.9914616,aFSEv3-5_I8RABf0N4yRkg
40.7576022,-73.9697027,_LESouVCdH0oqEHLhKKnXw
40.8014637,-73.96753009999999,9qMpEhE7n9WLaMQVv-osZw
40.7585186,-73.9625004,etwykBwv2TeJFlDwIJpyaw
40.7779795,-73.9564427,LfMsL5U38b_BM6a8t1sceA
40.751744,-73.9934821,FeMyQN1gKyJqlr3ndibVQA
40.7567896,-73.99722349999999,meWGvufhn7CJlu4cBoWdKg
40.7417139,-73.99708,hY8Qlh1JImp3nf3trbPseA
40.7189915,-73.9887705,hYvnLyOShaJDVxhnjMBGcQ
40.7606449,-73.987622,bu92_K6xRvgIF2dUlKwwTA
40.7472366,-73.9929702,WBqEPXiHvw8Z-LRyj8aOKg
40.7075052,-74.00448449999999,vU3tjbxiAsqUsS1rfxLV1A
40.7679642,-73.9554977,uOcXA202OLCipLYSqTBJqQ
40.7167756,-74.01509639999999,6Smr9xXJQOiSk2msGagqtg
40.70468839999999,-74.0078089,pTYn8Ot4LZDNFd6gsffNjQ
40.7590847,-73.9740727,8MqidrdgmDxptlS651g73Q
40.77346379999999,-73.954615,yUhSabNpFlSgvfGSHoX6Qg
40.7769566,-73.9490685,ja1F2SlAm8_r7dUbSfcZlQ
40.7609212,-73.97264849999999,yXsAIXy5gdXSz4KRNU40RQ
